cik,acc_nodash,date_filed,filing_year,auditor_out,auditor_in,out_big4,in_big4,quality_direction,reason,disagreements
1125280,000101905603001080,2003-10-16,2003,,,,,nonBig4_to_nonBig4,unclassified,False
904005,000110889003000354,2003-10-16,2003,Deloitte,McGladrey,True,False,Big4_to_nonBig4,dismissal,True
1130124,000101041203000295,2003-10-16,2003,,,,,nonBig4_to_nonBig4,unclassified,False
929452,000100888603000199,2003-10-16,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1045577,000110889003000355,2003-10-16,2003,Deloitte,McGladrey,True,False,Big4_to_nonBig4,dismissal,True
715579,000113542803000551,2003-10-17,2003,,,,,nonBig4_to_nonBig4,unclassified,False
876134,000101041203000296,2003-10-17,2003,,,,,nonBig4_to_nonBig4,dismissal,True
101830,000010183003000131,2003-10-17,2003,Ernst & Young,KPMG,True,True,Big4_to_Big4,dismissal,True
884637,000089322003001687,2003-10-17,2003,Ernst & Young,,True,,Big4_to_nonBig4,resignation,True
713671,000071367103000035,2003-10-17,2003,,,,,nonBig4_to_nonBig4,unclassified,False
937814,000101968703002131,2003-10-17,2003,,,,,nonBig4_to_nonBig4,dismissal,True
799167,000100888603000201,2003-10-17,2003,,,,,nonBig4_to_nonBig4,unclassified,False
101830,000010183003000134,2003-10-17,2003,Ernst & Young,KPMG,True,True,Big4_to_Big4,dismissal,True
101830,000010183003000133,2003-10-17,2003,Ernst & Young,KPMG,True,True,Big4_to_Big4,dismissal,True
101830,000010183003000132,2003-10-17,2003,Ernst & Young,KPMG,True,True,Big4_to_Big4,dismissal,True
216275,000095015203008936,2003-10-20,2003,,,,,nonBig4_to_nonBig4,resignation,True
1159770,000117462203000039,2003-10-20,2003,,,,,nonBig4_to_nonBig4,dismissal,True
1119643,000108671503000123,2003-10-20,2003,,,,,nonBig4_to_nonBig4,unclassified,False
50471,000103883803000627,2003-10-20,2003,,,,,nonBig4_to_nonBig4,unclassified,False
39368,000119312503064100,2003-10-20,2003,PricewaterhouseCoopers,KPMG,True,True,Big4_to_Big4,dismissal,True
39368,000119312503064095,2003-10-20,2003,PricewaterhouseCoopers,KPMG,True,True,Big4_to_Big4,dismissal,True
216275,000095015203008935,2003-10-20,2003,,,,,nonBig4_to_nonBig4,resignation,True
1143848,000095013503005201,2003-10-20,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1086519,000107258803000355,2003-10-20,2003,,,,,nonBig4_to_nonBig4,dismissal,True
1131806,000113180603000012,2003-10-20,2003,Ernst & Young,,True,,Big4_to_nonBig4,resignation,True
16104,000001610403000014,2003-10-20,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1220483,000091431703003025,2003-10-20,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1070190,000091431703003027,2003-10-21,2003,,,,,nonBig4_to_nonBig4,unclassified,False
730030,000089322003001705,2003-10-21,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1221112,000106823803000492,2003-10-22,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1225527,000106823803000490,2003-10-22,2003,,,,,nonBig4_to_nonBig4,unclassified,False
894356,000106823803000489,2003-10-22,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1230352,000106823803000491,2003-10-22,2003,,,,,nonBig4_to_nonBig4,unclassified,False
910073,000115752303005656,2003-10-22,2003,,,,,nonBig4_to_nonBig4,unclassified,False
812152,000092627403000376,2003-10-22,2003,,,,,nonBig4_to_nonBig4,dismissal,True
1161647,000110454003000278,2003-10-22,2003,,,,,nonBig4_to_nonBig4,unclassified,False
818084,000081808403000008,2003-10-22,2003,,,,,nonBig4_to_nonBig4,unclassified,False
105668,000095015203009016,2003-10-23,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1172095,000121457103000043,2003-10-23,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1056943,000105694303000073,2003-10-23,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1144515,000091431703003065,2003-10-23,2003,,,,,nonBig4_to_nonBig4,unclassified,False
807707,000080770703000065,2003-10-23,2003,,KPMG,,True,nonBig4_to_Big4,dismissal,True
928658,000100888603000204,2003-10-24,2003,,,,,nonBig4_to_nonBig4,unclassified,False
924515,000092451503000042,2003-10-24,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1063537,000114420403006468,2003-10-24,2003,,,,,nonBig4_to_nonBig4,dismissal,True
73779,000101905603001112,2003-10-24,2003,,,,,nonBig4_to_nonBig4,unclassified,True
1266873,000104746903034383,2003-10-27,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1190370,000118206303000245,2003-10-27,2003,,,,,nonBig4_to_nonBig4,dismissal,True
1143848,000095013503005319,2003-10-27,2003,,,,,nonBig4_to_nonBig4,unclassified,False
837014,000118206303000241,2003-10-27,2003,,,,,nonBig4_to_nonBig4,dismissal,True
1110607,000105901603000130,2003-10-27,2003,,,,,nonBig4_to_nonBig4,dismissal,True
928658,000100888603000210,2003-10-28,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1009416,000101905603001138,2003-10-28,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1145731,000107704803000289,2003-10-28,2003,Grant Thornton,Grant Thornton,False,False,nonBig4_to_nonBig4,resignation,True
949956,000124685103000005,2003-10-29,2003,PricewaterhouseCoopers,KPMG,True,True,Big4_to_Big4,resignation,True
1208498,000101054903000573,2003-10-29,2003,,,,,nonBig4_to_nonBig4,dismissal,True
910073,000115752303006018,2003-10-29,2003,,,,,nonBig4_to_nonBig4,unclassified,False
910073,000115752303006019,2003-10-29,2003,,,,,nonBig4_to_nonBig4,unclassified,False
941914,000100888603000212,2003-10-29,2003,,,,,nonBig4_to_nonBig4,unclassified,False
713671,000071367103000039,2003-10-29,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1156877,000106823803000498,2003-10-30,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1156877,000106823803000500,2003-10-30,2003,,,,,nonBig4_to_nonBig4,unclassified,False
894356,000095012303011947,2003-10-30,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1156877,000106823803000499,2003-10-30,2003,,,,,nonBig4_to_nonBig4,unclassified,False
916791,000095012303011934,2003-10-30,2003,,,,,nonBig4_to_nonBig4,unclassified,False
949956,000124685103000007,2003-10-31,2003,PricewaterhouseCoopers,KPMG,True,True,Big4_to_Big4,resignation,True
1009416,000101905603001174,2003-10-31,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1143848,000095013503005402,2003-10-31,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1075247,000104476403000144,2003-10-31,2003,,,,,nonBig4_to_nonBig4,unclassified,False
356809,000094337403000501,2003-10-31,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1045707,000094344003000554,2003-10-31,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1037682,000095015203009276,2003-11-03,2003,,Marcum,,False,nonBig4_to_nonBig4,resignation,True
1109744,000109635003000209,2003-11-04,2003,,,,,nonBig4_to_nonBig4,resignation,True
1076784,000110454003000282,2003-11-04,2003,,,,,nonBig4_to_nonBig4,unclassified,False
845750,000101172303000105,2003-11-04,2003,BDO,,False,,nonBig4_to_nonBig4,resignation,True
860331,000101172303000108,2003-11-04,2003,BDO,,False,,nonBig4_to_nonBig4,resignation,True
875278,000101172303000109,2003-11-04,2003,BDO,,False,,nonBig4_to_nonBig4,resignation,True
913496,000101172303000110,2003-11-04,2003,BDO,,False,,nonBig4_to_nonBig4,resignation,True
913497,000101172303000111,2003-11-04,2003,BDO,,False,,nonBig4_to_nonBig4,resignation,True
943906,000101172303000112,2003-11-04,2003,BDO,,False,,nonBig4_to_nonBig4,resignation,True
1036500,000101172303000117,2003-11-04,2003,BDO,,False,,nonBig4_to_nonBig4,resignation,True
1156815,000101172303000115,2003-11-04,2003,BDO,,False,,nonBig4_to_nonBig4,resignation,True
892997,000101172303000107,2003-11-04,2003,BDO,,False,,nonBig4_to_nonBig4,resignation,True
1037156,000101172303000118,2003-11-04,2003,BDO,,False,,nonBig4_to_nonBig4,resignation,True
1084067,000101172303000119,2003-11-04,2003,BDO,,False,,nonBig4_to_nonBig4,resignation,True
1084075,000101172303000113,2003-11-04,2003,BDO,,False,,nonBig4_to_nonBig4,resignation,True
1156445,000101172303000114,2003-11-04,2003,BDO,,False,,nonBig4_to_nonBig4,resignation,True
32878,000003287803000040,2003-11-04,2003,,,,,nonBig4_to_nonBig4,resignation,True
1169426,000101968703002205,2003-11-04,2003,,,,,nonBig4_to_nonBig4,resignation,True
935930,000091431703003246,2003-11-04,2003,,,,,nonBig4_to_nonBig4,unclassified,False
869660,000101172303000106,2003-11-04,2003,BDO,,False,,nonBig4_to_nonBig4,resignation,True
943904,000101172303000116,2003-11-04,2003,BDO,,False,,nonBig4_to_nonBig4,resignation,True
779681,000077968103000009,2003-11-05,2003,Withum,Withum,False,False,nonBig4_to_nonBig4,resignation,True
1145019,000121390003000234,2003-11-06,2003,,,,,nonBig4_to_nonBig4,dismissal,True
1213788,000121390003000233,2003-11-06,2003,,,,,nonBig4_to_nonBig4,dismissal,True
1084332,000107261303001752,2003-11-06,2003,,PricewaterhouseCoopers,,True,nonBig4_to_Big4,resignation,True
885531,000088553103000011,2003-11-06,2003,,,,,nonBig4_to_nonBig4,unclassified,True
16104,000001610403000015,2003-11-06,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1163812,000116923203006418,2003-11-07,2003,,,,,nonBig4_to_nonBig4,dismissal,True
1063537,000114420403006850,2003-11-07,2003,,,,,nonBig4_to_nonBig4,dismissal,True
922257,000105901603000131,2003-11-07,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1075247,000104476403000146,2003-11-07,2003,,,,,nonBig4_to_nonBig4,unclassified,False
718937,000114121803000161,2003-11-07,2003,,McGladrey,,False,nonBig4_to_nonBig4,dismissal,True
910073,000090965403001284,2003-11-07,2003,,,,,nonBig4_to_nonBig4,unclassified,False
818084,000081808403000009,2003-11-07,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1041368,000093905703000335,2003-11-07,2003,,Deloitte,,True,nonBig4_to_Big4,dismissal,False
1040240,000095012303012360,2003-11-10,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1145731,000107704803000304,2003-11-10,2003,,,,,nonBig4_to_nonBig4,resignation,False
1019852,000110801703000774,2003-11-10,2003,,,,,nonBig4_to_nonBig4,resignation,True
754811,000075481103000020,2003-11-10,2003,,BDO,,False,nonBig4_to_nonBig4,unclassified,True
1157723,000093980203000363,2003-11-10,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1084551,000101968703002233,2003-11-10,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1093661,000109366103000006,2003-11-12,2003,,,,,nonBig4_to_nonBig4,unclassified,False
914142,000119380503001060,2003-11-12,2003,Grant Thornton,,False,,nonBig4_to_nonBig4,dismissal,True
102109,000111635403000061,2003-11-12,2003,,Grant  Thornton,,False,nonBig4_to_nonBig4,dismissal,True
73779,000101905603001253,2003-11-12,2003,,,,,nonBig4_to_nonBig4,unclassified,True
812446,000081244603000027,2003-11-12,2003,Deloitte,,True,,Big4_to_nonBig4,dismissal,True
1038833,000119312503078808,2003-11-13,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1228086,000106823803000525,2003-11-13,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1226024,000106823803000526,2003-11-13,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1221684,000106823803000527,2003-11-13,2003,,,,,nonBig4_to_nonBig4,unclassified,False
894356,000106823803000528,2003-11-13,2003,,,,,nonBig4_to_nonBig4,unclassified,False
812446,000081244603000029,2003-11-13,2003,,Grant Thornton,,False,nonBig4_to_nonBig4,unclassified,False
1257017,000106823803000524,2003-11-13,2003,,,,,nonBig4_to_nonBig4,unclassified,False
885531,000088553103000014,2003-11-13,2003,,,,,nonBig4_to_nonBig4,unclassified,True
32878,000003287803000049,2003-11-14,2003,,Grant Thornton,,False,nonBig4_to_nonBig4,unclassified,True
910073,000090965403001367,2003-11-14,2003,,,,,nonBig4_to_nonBig4,unclassified,False
352447,000101359603000068,2003-11-14,2003,Grant  Thornton,,False,,nonBig4_to_nonBig4,dismissal,True
713671,000071367103000045,2003-11-14,2003,,,,,nonBig4_to_nonBig4,unclassified,False
41052,000112726403000125,2003-11-14,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1085402,000101041203000326,2003-11-14,2003,,,,,nonBig4_to_nonBig4,unclassified,True
1157723,000093980203000393,2003-11-17,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1139220,000116415003000228,2003-11-17,2003,,,,,nonBig4_to_nonBig4,resignation,True
318300,000031830003000177,2003-11-17,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1062050,000095012303012890,2003-11-18,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1087848,000107937203000061,2003-11-18,2003,,,,,nonBig4_to_nonBig4,dismissal,True
1160858,000108503703000816,2003-11-18,2003,,,,,nonBig4_to_nonBig4,dismissal,True
1059562,000101124003000120,2003-11-18,2003,Ernst  &  Young,,True,,Big4_to_nonBig4,resignation,True
1092492,000109249203000011,2003-11-18,2003,,,,,nonBig4_to_nonBig4,unclassified,True
869495,000109690603000616,2003-11-18,2003,BDO,,False,,nonBig4_to_nonBig4,resignation,True
723906,000101968703002347,2003-11-18,2003,,,,,nonBig4_to_nonBig4,unclassified,False
914142,000119380503001094,2003-11-19,2003,Grant Thornton,,False,,nonBig4_to_nonBig4,dismissal,True
930797,000109489103000325,2003-11-20,2003,,Marcum,,False,nonBig4_to_nonBig4,dismissal,True
1042482,000105652003000131,2003-11-20,2003,,,,,nonBig4_to_nonBig4,resignation,True
1193158,000108503703000832,2003-11-20,2003,,,,,nonBig4_to_nonBig4,unclassified,True
1225527,000106823803000542,2003-11-20,2003,,,,,nonBig4_to_nonBig4,unclassified,False
874710,000095013403015700,2003-11-20,2003,,PricewaterhouseCoopers,,True,nonBig4_to_Big4,dismissal,True
894356,000106823803000540,2003-11-20,2003,,,,,nonBig4_to_nonBig4,unclassified,False
16104,000001610403000019,2003-11-20,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1221112,000106823803000539,2003-11-20,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1230352,000106823803000541,2003-11-20,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1017110,000100009603000597,2003-11-20,2003,,,,,nonBig4_to_nonBig4,resignation,True
1177145,000114420403007729,2003-11-20,2003,,,,,nonBig4_to_nonBig4,resignation,True
1110607,000105901603000147,2003-11-21,2003,,,,,nonBig4_to_nonBig4,dismissal,True
1006762,000091412103001613,2003-11-21,2003,,,,,nonBig4_to_nonBig4,dismissal,True
1076394,000090428003000289,2003-11-21,2003,KPMG,,True,,Big4_to_nonBig4,dismissal,True
1042482,000105652003000139,2003-11-21,2003,,,,,nonBig4_to_nonBig4,resignation,True
276641,000027664103000083,2003-11-24,2003,,,,,nonBig4_to_nonBig4,dismissal,True
1103078,000101041203000341,2003-11-24,2003,,,,,nonBig4_to_nonBig4,unclassified,True
96988,000095011603004643,2003-11-24,2003,,McGladrey,,False,nonBig4_to_nonBig4,dismissal,True
1193158,000108503703000841,2003-11-24,2003,,,,,nonBig4_to_nonBig4,unclassified,True
714284,000102815303000021,2003-11-24,2003,,,,,nonBig4_to_nonBig4,unclassified,False
21828,000090901203000787,2003-11-24,2003,KPMG,,True,,Big4_to_nonBig4,unclassified,True
764402,000115752303006942,2003-11-24,2003,Crowe,,False,,nonBig4_to_nonBig4,dismissal,True
1140396,000106823803000550,2003-11-25,2003,,,,,nonBig4_to_nonBig4,unclassified,False
869495,000109690603000637,2003-11-25,2003,BDO,,False,,nonBig4_to_nonBig4,resignation,True
1038833,000119312503087051,2003-11-26,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1156877,000106823803000558,2003-11-26,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1156877,000106823803000557,2003-11-26,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1156877,000106823803000556,2003-11-26,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1156877,000106823803000555,2003-11-26,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1084088,000108671503000139,2003-11-26,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1103078,000101041203000348,2003-11-26,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1220483,000091431703003570,2003-11-26,2003,,,,,nonBig4_to_nonBig4,unclassified,False
713671,000071367103000049,2003-11-28,2003,,,,,nonBig4_to_nonBig4,unclassified,False
910073,000115752303007006,2003-11-28,2003,,,,,nonBig4_to_nonBig4,unclassified,False
723501,000109489103000330,2003-12-01,2003,,,,,nonBig4_to_nonBig4,resignation,True
1123596,000112359603000018,2003-12-01,2003,,,,,nonBig4_to_nonBig4,unclassified,False
319016,000109489103000333,2003-12-01,2003,,,,,nonBig4_to_nonBig4,resignation,True
319016,000109489103000329,2003-12-01,2003,,,,,nonBig4_to_nonBig4,resignation,True
1061688,000117892403000087,2003-12-01,2003,,,,,nonBig4_to_nonBig4,resignation,True
837472,000116923203006895,2003-12-01,2003,BDO,,False,,nonBig4_to_nonBig4,dismissal,False
101830,000010183003000152,2003-12-02,2003,Ernst & Young,KPMG,True,True,Big4_to_Big4,dismissal,True
806171,000101054903000703,2003-12-02,2003,,,,,nonBig4_to_nonBig4,dismissal,False
101830,000010183003000153,2003-12-02,2003,Ernst & Young,KPMG,True,True,Big4_to_Big4,dismissal,True
101830,000010183003000154,2003-12-02,2003,Ernst & Young,KPMG,True,True,Big4_to_Big4,dismissal,True
101830,000010183003000155,2003-12-02,2003,Ernst & Young,KPMG,True,True,Big4_to_Big4,dismissal,True
723501,000109489103000335,2003-12-02,2003,,,,,nonBig4_to_nonBig4,resignation,True
1080759,000107258803000408,2003-12-02,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1271387,000094787103002612,2003-12-02,2003,,,,,nonBig4_to_nonBig4,unclassified,False
894356,000095012303013375,2003-12-03,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1125280,000101905603001379,2003-12-03,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1268443,000095012303013378,2003-12-03,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1043873,000114420403008151,2003-12-03,2003,,,,,nonBig4_to_nonBig4,dismissal,True
101830,000010183003000160,2003-12-04,2003,Ernst & Young,KPMG,True,True,Big4_to_Big4,dismissal,True
1000045,000100004503000021,2003-12-04,2003,,,,,nonBig4_to_nonBig4,unclassified,False
101830,000010183003000161,2003-12-04,2003,Ernst & Young,KPMG,True,True,Big4_to_Big4,dismissal,True
101830,000010183003000162,2003-12-04,2003,Ernst & Young,KPMG,True,True,Big4_to_Big4,dismissal,True
101830,000010183003000163,2003-12-04,2003,Ernst & Young,KPMG,True,True,Big4_to_Big4,dismissal,True
1257017,000106823803000567,2003-12-05,2003,,,,,nonBig4_to_nonBig4,unclassified,False
108729,000107997303000207,2003-12-05,2003,,,,,nonBig4_to_nonBig4,resignation,True
1228086,000106823803000566,2003-12-05,2003,,,,,nonBig4_to_nonBig4,unclassified,False
894356,000106823803000565,2003-12-05,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1226024,000106823803000568,2003-12-05,2003,,,,,nonBig4_to_nonBig4,unclassified,False
919173,000095011603004756,2003-12-08,2003,,Grant Thornton,,False,nonBig4_to_nonBig4,dismissal,True
1092492,000109249203000013,2003-12-09,2003,,,,,nonBig4_to_nonBig4,resignation,True
276641,000027664103000089,2003-12-09,2003,,,,,nonBig4_to_nonBig4,unclassified,False
750561,000095013403016430,2003-12-09,2003,KPMG,,True,,Big4_to_nonBig4,resignation,True
1006762,000091412103001742,2003-12-10,2003,,,,,nonBig4_to_nonBig4,dismissal,False
32878,000003287803000060,2003-12-10,2003,,,,,nonBig4_to_nonBig4,resignation,True
910329,000114420403008280,2003-12-10,2003,,,,,nonBig4_to_nonBig4,dismissal,True
894356,000106823803000574,2003-12-11,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1272121,000095012303013674,2003-12-11,2003,,,,,nonBig4_to_nonBig4,unclassified,False
740942,000116855703000072,2003-12-11,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1269972,000095012303013722,2003-12-12,2003,,,,,nonBig4_to_nonBig4,unclassified,False
812149,000092627403000423,2003-12-12,2003,,,,,nonBig4_to_nonBig4,dismissal,True
1271387,000094787103002691,2003-12-12,2003,,,,,nonBig4_to_nonBig4,unclassified,False
353827,000089968103000512,2003-12-12,2003,BDO,Grant Thornton,False,False,nonBig4_to_nonBig4,dismissal,True
814286,000091068003001121,2003-12-12,2003,Ernst & Young,,True,,Big4_to_nonBig4,resignation,True
318300,000031830003000193,2003-12-15,2003,,,,,nonBig4_to_nonBig4,unclassified,False
773337,000077333703000009,2003-12-15,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1176134,000117613403000027,2003-12-15,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1061688,000117892403000097,2003-12-16,2003,,,,,nonBig4_to_nonBig4,resignation,True
944020,000101540203004979,2003-12-16,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1110607,000105901603000158,2003-12-16,2003,,,,,nonBig4_to_nonBig4,dismissal,True
1220483,000091431703003731,2003-12-17,2003,,,,,nonBig4_to_nonBig4,unclassified,False
318300,000031830003000194,2003-12-17,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1086519,000107258803000413,2003-12-17,2003,,,,,nonBig4_to_nonBig4,dismissal,True
1084088,000108671503000147,2003-12-17,2003,,,,,nonBig4_to_nonBig4,resignation,True
1131806,000113180603000018,2003-12-17,2003,,BDO,,False,nonBig4_to_nonBig4,unclassified,False
910329,000114420403008562,2003-12-18,2003,,,,,nonBig4_to_nonBig4,dismissal,True
715579,000113542803000625,2003-12-18,2003,,,,,nonBig4_to_nonBig4,unclassified,False
276641,000027664103000093,2003-12-18,2003,,BDO,,False,nonBig4_to_nonBig4,unclassified,True
1111697,000091142003000256,2003-12-19,2003,,,,,nonBig4_to_nonBig4,unclassified,False
104375,000105901603000162,2003-12-19,2003,,,,,nonBig4_to_nonBig4,dismissal,True
1125052,000092627403000426,2003-12-19,2003,,Ernst & Young,,True,nonBig4_to_Big4,dismissal,True
102109,000111635403000066,2003-12-19,2003,,Grant  Thornton,,False,nonBig4_to_nonBig4,dismissal,True
874482,000087448203000035,2003-12-19,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1267332,000094787103002749,2003-12-19,2003,,,,,nonBig4_to_nonBig4,unclassified,False
715579,000113542803000627,2003-12-19,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1230352,000106823803000589,2003-12-22,2003,,,,,nonBig4_to_nonBig4,unclassified,False
853733,000095011603004935,2003-12-22,2003,BDO,BDO,False,False,nonBig4_to_nonBig4,dismissal,True
894356,000106823803000592,2003-12-22,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1131089,000113108903000005,2003-12-22,2003,,,,,nonBig4_to_nonBig4,dismissal,True
1225527,000106823803000590,2003-12-22,2003,,,,,nonBig4_to_nonBig4,unclassified,False
912061,000101905603001437,2003-12-22,2003,BDO,BDO,False,False,nonBig4_to_nonBig4,dismissal,True
1225527,000106823803000593,2003-12-22,2003,,,,,nonBig4_to_nonBig4,unclassified,False
895651,000095015203010454,2003-12-22,2003,KPMG,,True,,Big4_to_nonBig4,dismissal,True
1119643,000108671503000150,2003-12-22,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1221112,000106823803000591,2003-12-22,2003,,,,,nonBig4_to_nonBig4,unclassified,False
853733,000095011603004941,2003-12-22,2003,BDO,BDO,False,False,nonBig4_to_nonBig4,dismissal,True
843296,000100329703000505,2003-12-23,2003,,,,,nonBig4_to_nonBig4,unclassified,False
894356,000106823803000596,2003-12-23,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1274209,000095012303014169,2003-12-24,2003,,,,,nonBig4_to_nonBig4,unclassified,False
31235,000003123503000147,2003-12-29,2003,,,,,nonBig4_to_nonBig4,dismissal,True
1013698,000114544303001623,2003-12-29,2003,BDO,BDO,False,False,nonBig4_to_nonBig4,resignation,False
1133798,000101968703002558,2003-12-29,2003,,,,,nonBig4_to_nonBig4,unclassified,False
314741,000095012303014211,2003-12-29,2003,,PricewaterhouseCoopers,,True,nonBig4_to_Big4,dismissal,True
318300,000031830003000202,2003-12-29,2003,,,,,nonBig4_to_nonBig4,unclassified,False
318300,000031830003000200,2003-12-29,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1059562,000101124003000152,2003-12-29,2003,Ernst & Young,BDO,True,False,Big4_to_nonBig4,resignation,True
54175,000125448803000007,2003-12-30,2003,,,,,nonBig4_to_nonBig4,resignation,True
40570,000004057003000010,2003-12-30,2003,Ernst & Young,BDO,True,False,Big4_to_nonBig4,dismissal,True
1255604,000106823803000615,2003-12-30,2003,,,,,nonBig4_to_nonBig4,unclassified,False
949427,000101738603000243,2003-12-30,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1255604,000106823803000618,2003-12-30,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1264157,000106823803000616,2003-12-30,2003,,,,,nonBig4_to_nonBig4,unclassified,False
949427,000101738603000242,2003-12-30,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1223444,000106823803000613,2003-12-30,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1038833,000119312503100159,2003-12-30,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1073146,000112878003000081,2003-12-30,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1223444,000106823803000627,2003-12-30,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1227090,000106823803000629,2003-12-30,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1227090,000106823803000626,2003-12-30,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1227090,000106823803000614,2003-12-30,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1274365,000106823803000622,2003-12-30,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1223444,000106823803000628,2003-12-30,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1255604,000106823803000630,2003-12-31,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1122112,000114420403008856,2003-12-31,2003,,,,,nonBig4_to_nonBig4,unclassified,True
1264157,000106823803000631,2003-12-31,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1272121,000095012303014307,2003-12-31,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1075247,000104476403000186,2003-12-31,2003,,,,,nonBig4_to_nonBig4,unclassified,False
1122112,000114420403008857,2003-12-31,2003,,,,,nonBig4_to_nonBig4,unclassified,True
1056943,000105694304000002,2004-01-02,2004,,,,,nonBig4_to_nonBig4,unclassified,False
894356,000095012304000041,2004-01-05,2004,,,,,nonBig4_to_nonBig4,unclassified,False
1123596,000112359604000001,2004-01-05,2004,,,,,nonBig4_to_nonBig4,unclassified,False
929452,000100888604000002,2004-01-05,2004,,,,,nonBig4_to_nonBig4,unclassified,False
826154,000116855704000002,2004-01-05,2004,,,,,nonBig4_to_nonBig4,unclassified,False
894538,000089453804000001,2004-01-05,2004,,,,,nonBig4_to_nonBig4,dismissal,True
713671,000071367104000002,2004-01-06,2004,,,,,nonBig4_to_nonBig4,unclassified,False
1043873,000114420404000075,2004-01-06,2004,,,,,nonBig4_to_nonBig4,dismissal,True
943119,000092604404000027,2004-01-07,2004,,,,,nonBig4_to_nonBig4,resignation,True
353827,000089968104000013,2004-01-07,2004,,,,,nonBig4_to_nonBig4,unclassified,False
1121816,000116169704000015,2004-01-08,2004,,,,,nonBig4_to_nonBig4,resignation,True
1121813,000116169704000011,2004-01-08,2004,,,,,nonBig4_to_nonBig4,resignation,True
