cik,acc_nodash,date_filed,filing_year,auditor_out,auditor_in,out_big4,in_big4,quality_direction,reason,disagreements
817129,000110889002000177,2002-05-08,2002,,,,,nonBig4_to_nonBig4,dismissal,True
65873,000006587302000064,2002-05-08,2002,PricewaterhouseCoopers,PricewaterhouseCoopers,True,True,Big4_to_Big4,dismissal,True
1031296,000103129602000038,2002-05-09,2002,Arthur Andersen,PricewaterhouseCoopers,True,True,Big4_to_Big4,dismissal,True
831979,000113388402000575,2002-05-09,2002,,,,,nonBig4_to_nonBig4,unclassified,False
742686,000111650202000596,2002-05-09,2002,,,,,nonBig4_to_nonBig4,dismissal,True
1172300,000095011702001148,2002-05-09,2002,,,,,nonBig4_to_nonBig4,unclassified,False
16104,000001610402000019,2002-05-09,2002,,,,,nonBig4_to_nonBig4,unclassified,False
352049,000103129602000036,2002-05-09,2002,Arthur Andersen,PricewaterhouseCoopers,True,True,Big4_to_Big4,dismissal,True
53456,000103129602000037,2002-05-09,2002,Arthur Andersen,PricewaterhouseCoopers,True,True,Big4_to_Big4,dismissal,True
65350,000103129602000037,2002-05-09,2002,Arthur Andersen,PricewaterhouseCoopers,True,True,Big4_to_Big4,dismissal,True
20947,000103129602000036,2002-05-09,2002,Arthur Andersen,PricewaterhouseCoopers,True,True,Big4_to_Big4,dismissal,True
878088,000089843202000337,2002-05-09,2002,,Deloitte,,True,nonBig4_to_Big4,dismissal,True
1107914,000103129602000036,2002-05-09,2002,Arthur Andersen,PricewaterhouseCoopers,True,True,Big4_to_Big4,dismissal,True
77227,000103129602000037,2002-05-09,2002,Arthur Andersen,PricewaterhouseCoopers,True,True,Big4_to_Big4,dismissal,True
1144945,000114494502000016,2002-05-09,2002,,KPMG,,True,nonBig4_to_Big4,dismissal,True
77159,000007715902000050,2002-05-09,2002,,KPMG,,True,nonBig4_to_Big4,dismissal,True
77278,000103129602000036,2002-05-09,2002,Arthur Andersen,PricewaterhouseCoopers,True,True,Big4_to_Big4,dismissal,True
1107080,000110708002000008,2002-05-09,2002,,,,,nonBig4_to_nonBig4,unclassified,False
1063530,000107735702000087,2002-05-09,2002,,,,,nonBig4_to_nonBig4,dismissal,True
894356,000106823802000108,2002-05-09,2002,,,,,nonBig4_to_nonBig4,unclassified,False
73960,000103129602000036,2002-05-09,2002,Arthur Andersen,PricewaterhouseCoopers,True,True,Big4_to_Big4,dismissal,True
919605,000095011702001160,2002-05-10,2002,,,,,nonBig4_to_nonBig4,dismissal,True
2969,000000296902000012,2002-05-10,2002,,Arthur Andersen,,True,nonBig4_to_Big4,unclassified,True
1098332,000091205702019587,2002-05-10,2002,,,,,nonBig4_to_nonBig4,dismissal,True
1019285,000101297502000144,2002-05-10,2002,,Arthur Andersen,,True,nonBig4_to_Big4,dismissal,True
798736,000090572902000073,2002-05-10,2002,,Ernst & Young,,True,nonBig4_to_Big4,dismissal,True
60849,000089924302001507,2002-05-10,2002,,Arthur Andersen,,True,nonBig4_to_Big4,dismissal,True
4164,000101297502000145,2002-05-10,2002,,Arthur Andersen,,True,nonBig4_to_Big4,dismissal,True
753281,000075328102000005,2002-05-10,2002,,,,,nonBig4_to_nonBig4,dismissal,True
811437,000081143702000003,2002-05-10,2002,,,,,nonBig4_to_nonBig4,dismissal,True
1092917,000091205702019588,2002-05-10,2002,,,,,nonBig4_to_nonBig4,unclassified,False
1106181,000091431702000529,2002-05-10,2002,Deloitte,,True,,Big4_to_nonBig4,dismissal,True
92103,000082705202000021,2002-05-10,2002,,Arthur Andersen,,True,nonBig4_to_Big4,dismissal,True
724533,000072453302000006,2002-05-10,2002,,,,,nonBig4_to_nonBig4,dismissal,True
810084,000089102002000644,2002-05-10,2002,,,,,nonBig4_to_nonBig4,unclassified,False
827052,000082705202000020,2002-05-10,2002,,Arthur Andersen,,True,nonBig4_to_Big4,dismissal,True
784014,000078401402000004,2002-05-10,2002,,,,,nonBig4_to_nonBig4,dismissal,True
949870,000091442702000145,2002-05-10,2002,,Deloitte,,True,nonBig4_to_Big4,dismissal,True
1171948,000095011702001154,2002-05-10,2002,,,,,nonBig4_to_nonBig4,unclassified,False
789933,000078993302000001,2002-05-10,2002,,"Ernst
& Young",,True,nonBig4_to_Big4,dismissal,True
784199,000091406202000360,2002-05-10,2002,Deloitte,Deloitte,True,True,Big4_to_Big4,dismissal,True
785818,000078581802000004,2002-05-10,2002,,Arthur Andersen,,True,nonBig4_to_Big4,unclassified,True
847322,000084732202000012,2002-05-10,2002,,,,,nonBig4_to_nonBig4,dismissal,True
354647,000035464702000015,2002-05-10,2002,,,,,nonBig4_to_nonBig4,unclassified,False
810270,000101576902000201,2002-05-13,2002,BDO,,False,,nonBig4_to_nonBig4,resignation,True
846475,000102670002000097,2002-05-13,2002,,,,,nonBig4_to_nonBig4,dismissal,True
1137861,000112528202001591,2002-05-13,2002,,Arthur Andersen,,True,nonBig4_to_Big4,unclassified,True
920448,000091205702019901,2002-05-13,2002,,,,,nonBig4_to_nonBig4,unclassified,False
910612,000091061202000005,2002-05-13,2002,,Deloitte,,True,nonBig4_to_Big4,dismissal,True
725897,000116009602000010,2002-05-13,2002,,,,,nonBig4_to_nonBig4,unclassified,True
1067465,000091205702019810,2002-05-13,2002,Arthur Andersen,KPMG,True,True,Big4_to_Big4,dismissal,True
104207,000095013702002910,2002-05-13,2002,,,,,nonBig4_to_nonBig4,unclassified,False
12978,000001297802000014,2002-05-13,2002,KPMG,KPMG,True,True,Big4_to_Big4,dismissal,True
350200,000090359402000038,2002-05-13,2002,,BDO,,False,nonBig4_to_nonBig4,dismissal,True
318300,000031830002000043,2002-05-13,2002,,,,,nonBig4_to_nonBig4,unclassified,False
880059,000095013202000135,2002-05-14,2002,Ernst & Young,Ernst & Young,True,True,Big4_to_Big4,dismissal,True
1065659,000106565902000004,2002-05-14,2002,,,,,nonBig4_to_nonBig4,unclassified,False
9779,000000977902000010,2002-05-14,2002,,Ernst & Young,,True,nonBig4_to_Big4,dismissal,True
10329,000095013302001933,2002-05-14,2002,,Ernst & Young,,True,nonBig4_to_Big4,dismissal,True
225211,000022521102000028,2002-05-14,2002,,,,,nonBig4_to_nonBig4,unclassified,False
23071,000102140802006914,2002-05-14,2002,,Arthur Andersen,,True,nonBig4_to_Big4,unclassified,True
726514,000091205702020246,2002-05-14,2002,,KPMG,,True,nonBig4_to_Big4,dismissal,True
47111,000004711102000080,2002-05-14,2002,,KPMG,,True,nonBig4_to_Big4,unclassified,False
846475,000102670002000101,2002-05-14,2002,,,,,nonBig4_to_nonBig4,dismissal,True
884892,000088489202000001,2002-05-14,2002,,,,,nonBig4_to_nonBig4,dismissal,True
1042776,000093176302001807,2002-05-14,2002,"Arthur
Andersen",Deloitte,True,True,Big4_to_Big4,dismissal,True
1062720,000108503702000239,2002-05-14,2002,,,,,nonBig4_to_nonBig4,unclassified,True
1083751,000104596902000926,2002-05-14,2002,,KPMG,,True,nonBig4_to_Big4,resignation,False
1124024,000112813802000046,2002-05-14,2002,,,,,nonBig4_to_nonBig4,dismissal,True
833844,000102140802006955,2002-05-14,2002,,,,,nonBig4_to_nonBig4,dismissal,True
1108891,000093980202000192,2002-05-15,2002,BDO,,False,,nonBig4_to_nonBig4,dismissal,True
1046311,000092838502002036,2002-05-15,2002,,,,,nonBig4_to_nonBig4,dismissal,False
768119,000092189502000276,2002-05-15,2002,"Arthur
            Andersen","Arthur
            Andersen",True,True,Big4_to_Big4,dismissal,True
813716,000102048802000052,2002-05-15,2002,,"Grant
Thornton",,False,nonBig4_to_nonBig4,dismissal,True
105634,000093041302001846,2002-05-15,2002,,Arthur Andersen,,True,nonBig4_to_Big4,unclassified,True
49826,000004982602000007,2002-05-15,2002,,Deloitte,,True,nonBig4_to_Big4,dismissal,True
1082733,000101905602000385,2002-05-15,2002,,,,,nonBig4_to_nonBig4,dismissal,True
1043310,000104331002000006,2002-05-15,2002,,,,,nonBig4_to_nonBig4,dismissal,True
885640,000088564002000018,2002-05-15,2002,,Arthur Andersen,,True,nonBig4_to_Big4,unclassified,True
1016607,000104596902000973,2002-05-15,2002,,Arthur Andersen,,True,nonBig4_to_Big4,unclassified,True
40461,000004046102000006,2002-05-15,2002,,PricewaterhouseCoopers,,True,nonBig4_to_Big4,dismissal,True
917821,000092701602002891,2002-05-15,2002,PricewaterhouseCoopers,,True,,Big4_to_nonBig4,resignation,True
1065645,000106564502000012,2002-05-15,2002,,Arthur Andersen,,True,nonBig4_to_Big4,dismissal,True
779681,000095011702001252,2002-05-15,2002,Ernst & Young,Withum,True,False,Big4_to_nonBig4,resignation,False
1002813,000100281302000015,2002-05-15,2002,,,,,nonBig4_to_nonBig4,unclassified,True
1130781,000108671502000043,2002-05-15,2002,,,,,nonBig4_to_nonBig4,unclassified,False
877902,000093066102001726,2002-05-15,2002,Arthur Andersen,KPMG,True,True,Big4_to_Big4,dismissal,True
94049,000095013102002086,2002-05-16,2002,,Deloitte,,True,nonBig4_to_Big4,unclassified,True
1097718,000116169702000138,2002-05-16,2002,,,,,nonBig4_to_nonBig4,dismissal,True
1099534,000091205702020883,2002-05-16,2002,PricewaterhouseCoopers,PricewaterhouseCoopers,True,True,Big4_to_Big4,dismissal,True
749290,000074929002000004,2002-05-16,2002,Arthur Andersen,KPMG,True,True,Big4_to_Big4,dismissal,True
1111634,000089914002000356,2002-05-16,2002,,Ernst & Young,,True,nonBig4_to_Big4,dismissal,True
1067465,000091205702020954,2002-05-16,2002,Arthur Andersen,KPMG,True,True,Big4_to_Big4,dismissal,True
930835,000091205702020881,2002-05-16,2002,PricewaterhouseCoopers,PricewaterhouseCoopers,True,True,Big4_to_Big4,dismissal,True
868610,000091205702020966,2002-05-16,2002,Arthur Andersen,KPMG,True,True,Big4_to_Big4,dismissal,True
800458,000080045802000002,2002-05-16,2002,"Arthur
Andersen",Arthur Andersen,True,True,Big4_to_Big4,dismissal,True
1084883,000112878002000085,2002-05-16,2002,,,,,nonBig4_to_nonBig4,unclassified,False
1134016,000091205702020884,2002-05-16,2002,PricewaterhouseCoopers,PricewaterhouseCoopers,True,True,Big4_to_Big4,dismissal,True
1005387,000092701602002937,2002-05-16,2002,,Arthur Andersen,,True,nonBig4_to_Big4,unclassified,True
8177,000000817702000032,2002-05-16,2002,,Arthur Andersen,,True,nonBig4_to_Big4,unclassified,True
1158323,000091205702020882,2002-05-16,2002,PricewaterhouseCoopers,PricewaterhouseCoopers,True,True,Big4_to_Big4,dismissal,True
66895,000006689502000011,2002-05-16,2002,,KPMG,,True,nonBig4_to_Big4,unclassified,False
873800,000091205702020967,2002-05-16,2002,Arthur Andersen,KPMG,True,True,Big4_to_Big4,dismissal,True
104224,000115752302000439,2002-05-16,2002,,Marcum,,False,nonBig4_to_nonBig4,dismissal,True
1082249,000101968702001011,2002-05-16,2002,,,,,nonBig4_to_nonBig4,dismissal,True
67517,000006751702000010,2002-05-16,2002,,KPMG,,True,nonBig4_to_Big4,dismissal,True
1061692,000091205702020980,2002-05-16,2002,,KPMG,,True,nonBig4_to_Big4,dismissal,True
1003078,000095013602001525,2002-05-16,2002,,Ernst & Young,,True,nonBig4_to_Big4,dismissal,True
949394,000102140802007317,2002-05-16,2002,,,,,nonBig4_to_nonBig4,dismissal,True
1013880,000102140802007313,2002-05-16,2002,Arthur Andersen,Ernst & Young,True,True,Big4_to_Big4,dismissal,True
1144980,000095015702000371,2002-05-17,2002,,Deloitte,,True,nonBig4_to_Big4,unclassified,True
902277,000090227702000010,2002-05-17,2002,KPMG,KPMG,True,True,Big4_to_Big4,dismissal,True
817129,000110889002000209,2002-05-17,2002,,,,,nonBig4_to_nonBig4,dismissal,True
1024464,000090823002000064,2002-05-17,2002,,,,,nonBig4_to_nonBig4,dismissal,True
1045942,000101092402000086,2002-05-17,2002,,,,,nonBig4_to_nonBig4,dismissal,True
885067,000091205702021158,2002-05-17,2002,KPMG,KPMG,True,True,Big4_to_Big4,dismissal,True
700565,000070056502000013,2002-05-17,2002,,KPMG,,True,nonBig4_to_Big4,dismissal,True
905134,000090513402000021,2002-05-17,2002,,,,,nonBig4_to_nonBig4,unclassified,False
1125782,000101540202001866,2002-05-17,2002,,,,,nonBig4_to_nonBig4,unclassified,False
909832,000090730302000127,2002-05-17,2002,KPMG,KPMG,True,True,Big4_to_Big4,dismissal,True
771214,000107261302000873,2002-05-17,2002,,,,,nonBig4_to_nonBig4,unclassified,False
21665,000095013002003805,2002-05-17,2002,,PricewaterhouseCoopers,,True,nonBig4_to_Big4,dismissal,True
812011,000081201102000006,2002-05-17,2002,Arthur Andersen,PricewaterhouseCoopers,True,True,Big4_to_Big4,dismissal,True
102752,000010275202000006,2002-05-17,2002,,Ernst & Young,,True,nonBig4_to_Big4,dismissal,True
765880,000101706202001030,2002-05-17,2002,,Ernst & Young,,True,nonBig4_to_Big4,dismissal,True
1116942,000091205702021145,2002-05-17,2002,KPMG,KPMG,True,True,Big4_to_Big4,dismissal,True
713975,000091205702021174,2002-05-17,2002,,PriceWaterhouseCoopers,,True,nonBig4_to_Big4,unclassified,False
1096385,000109638502000034,2002-05-20,2002,Arthur Andersen,Deloitte,True,True,Big4_to_Big4,dismissal,True
1129542,000109638502000035,2002-05-20,2002,Arthur Andersen,Deloitte,True,True,Big4_to_Big4,dismissal,True
23778,000102048802000060,2002-05-20,2002,PwC,,True,,Big4_to_nonBig4,dismissal,True
23778,000102048802000062,2002-05-20,2002,,,,,nonBig4_to_nonBig4,dismissal,True
869713,000093176302002001,2002-05-20,2002,,,,,nonBig4_to_nonBig4,dismissal,True
1072805,000093176302001989,2002-05-20,2002,,,,,nonBig4_to_nonBig4,dismissal,True
1121258,000112125802000003,2002-05-20,2002,,,,,nonBig4_to_nonBig4,unclassified,True
1018215,000093176302001985,2002-05-20,2002,,,,,nonBig4_to_nonBig4,dismissal,True
855103,000095013602001540,2002-05-20,2002,,Arthur Andersen,,True,nonBig4_to_Big4,dismissal,True
929920,000093176302001990,2002-05-20,2002,,,,,nonBig4_to_nonBig4,dismissal,True
895347,000093176302001984,2002-05-20,2002,,,,,nonBig4_to_nonBig4,dismissal,True
1062720,000108503702000267,2002-05-20,2002,,,,,nonBig4_to_nonBig4,unclassified,True
895334,000093176302001997,2002-05-20,2002,,,,,nonBig4_to_nonBig4,dismissal,True
746259,000093176302001994,2002-05-20,2002,,,,,nonBig4_to_nonBig4,dismissal,True
797544,000093176302001991,2002-05-20,2002,,,,,nonBig4_to_nonBig4,dismissal,True
824004,000093176302001986,2002-05-20,2002,,,,,nonBig4_to_nonBig4,dismissal,True
838856,000093176302001993,2002-05-20,2002,,,,,nonBig4_to_nonBig4,dismissal,True
869712,000093176302001979,2002-05-20,2002,,,,,nonBig4_to_nonBig4,dismissal,True
1018216,000093176302001988,2002-05-20,2002,,,,,nonBig4_to_nonBig4,dismissal,True
1108487,000091205702021344,2002-05-20,2002,,PricewaterhouseCoopers,,True,nonBig4_to_Big4,dismissal,True
929921,000093176302001981,2002-05-20,2002,,,,,nonBig4_to_nonBig4,dismissal,True
1069563,000111318202000089,2002-05-20,2002,,,,,nonBig4_to_nonBig4,dismissal,True
742686,000111650202000727,2002-05-20,2002,,,,,nonBig4_to_nonBig4,dismissal,True
1127245,000093176302002000,2002-05-20,2002,,,,,nonBig4_to_nonBig4,dismissal,True
1114222,000105652602000023,2002-05-20,2002,,,,,nonBig4_to_nonBig4,unclassified,False
1092917,000091205702021329,2002-05-20,2002,,,,,nonBig4_to_nonBig4,unclassified,False
92195,000109638502000036,2002-05-20,2002,Arthur Andersen,Deloitte,True,True,Big4_to_Big4,dismissal,True
50183,000109638502000037,2002-05-20,2002,Arthur Andersen,Deloitte,True,True,Big4_to_Big4,dismissal,True
1168242,000102140802007464,2002-05-21,2002,,,,,nonBig4_to_nonBig4,unclassified,False
1016177,000095012402001913,2002-05-21,2002,Deloitte,Deloitte,True,True,Big4_to_Big4,dismissal,True
1013149,000102140802007465,2002-05-21,2002,,KPMG,,True,nonBig4_to_Big4,dismissal,True
805264,000091205702021479,2002-05-21,2002,,Deloitte,,True,nonBig4_to_Big4,dismissal,True
1073429,000089924302001665,2002-05-21,2002,PricewaterhouseCoopers,PricewaterhouseCoopers,True,True,Big4_to_Big4,dismissal,True
1118344,000107878202000148,2002-05-21,2002,,,,,nonBig4_to_nonBig4,unclassified,False
847935,000090901202000428,2002-05-21,2002,BDO,BDO,False,False,nonBig4_to_nonBig4,dismissal,True
878726,000091205702021425,2002-05-21,2002,,Ernst & Young,,True,nonBig4_to_Big4,dismissal,True
225211,000022521102000030,2002-05-21,2002,,,,,nonBig4_to_nonBig4,unclassified,False
1163778,000102140802007462,2002-05-21,2002,,,,,nonBig4_to_nonBig4,unclassified,False
929752,000094583602000038,2002-05-21,2002,,,,,nonBig4_to_nonBig4,dismissal,True
8411,000000841102000033,2002-05-21,2002,,PricewaterhouseCoopers,,True,nonBig4_to_Big4,dismissal,True
73088,000111667902001100,2002-05-22,2002,,Deloitte,,True,nonBig4_to_Big4,dismissal,True
21665,000095013002003896,2002-05-22,2002,,PricewaterhouseCoopers,,True,nonBig4_to_Big4,dismissal,True
919623,000095014402005951,2002-05-22,2002,PricewaterhouseCoopers,PricewaterhouseCoopers,True,True,Big4_to_Big4,dismissal,True
702325,000070232502000023,2002-05-22,2002,,,,,nonBig4_to_nonBig4,unclassified,False
1003078,000095013602001580,2002-05-22,2002,,Ernst & Young,,True,nonBig4_to_Big4,dismissal,True
1052045,000105204502000010,2002-05-22,2002,,Deloitte,,True,nonBig4_to_Big4,dismissal,True
832810,000095011602001196,2002-05-22,2002,,,,,nonBig4_to_nonBig4,dismissal,True
1069202,000111632002000146,2002-05-22,2002,,KPMG,,True,nonBig4_to_Big4,dismissal,True
1094220,000109991002000185,2002-05-22,2002,,,,,nonBig4_to_nonBig4,dismissal,True
911177,000091205702021631,2002-05-22,2002,,"Arthur
Andersen",,True,nonBig4_to_Big4,unclassified,True
798168,000101905602000418,2002-05-23,2002,,,,,nonBig4_to_nonBig4,dismissal,True
847322,000084732202000022,2002-05-23,2002,,,,,nonBig4_to_nonBig4,dismissal,True
1051512,000105151202000015,2002-05-23,2002,,PricewaterhouseCoopers,,True,nonBig4_to_Big4,dismissal,True
1080280,000101706202001062,2002-05-23,2002,,Arthur Andersen,,True,nonBig4_to_Big4,dismissal,True
1145421,000101968702001069,2002-05-23,2002,,,,,nonBig4_to_nonBig4,dismissal,True
821130,000082113002000005,2002-05-23,2002,,PricewaterhouseCoopers,,True,nonBig4_to_Big4,dismissal,True
906595,000095012302005615,2002-05-23,2002,,KPMG,,True,nonBig4_to_Big4,dismissal,True
1096385,000109638502000038,2002-05-23,2002,,McGladrey,,False,nonBig4_to_nonBig4,dismissal,True
755003,000095013102002154,2002-05-23,2002,,Deloitte,,True,nonBig4_to_Big4,dismissal,True
923571,000093176302002033,2002-05-23,2002,,Arthur Andersen,,True,nonBig4_to_Big4,dismissal,True
912926,000095012302005615,2002-05-23,2002,,KPMG,,True,nonBig4_to_Big4,dismissal,True
912906,000095012302005615,2002-05-23,2002,,KPMG,,True,nonBig4_to_Big4,dismissal,True
1099217,000104653202000169,2002-05-23,2002,,,,,nonBig4_to_nonBig4,dismissal,True
832179,000092838502002145,2002-05-24,2002,,KPMG,,True,nonBig4_to_Big4,dismissal,True
1083742,000102385602000069,2002-05-24,2002,,,,,nonBig4_to_nonBig4,dismissal,True
841283,000092838502002146,2002-05-24,2002,,KPMG,,True,nonBig4_to_Big4,dismissal,True
1060559,000095014402006047,2002-05-24,2002,,,,,nonBig4_to_nonBig4,unclassified,False
1038833,000104596902001012,2002-05-24,2002,,,,,nonBig4_to_nonBig4,unclassified,False
1173740,000088237702000393,2002-05-24,2002,,,,,nonBig4_to_nonBig4,unclassified,False
225211,000022521102000031,2002-05-24,2002,,,,,nonBig4_to_nonBig4,unclassified,False
812011,000081201102000008,2002-05-24,2002,Arthur Andersen,PricewaterhouseCoopers,True,True,Big4_to_Big4,dismissal,True
314643,000095011702001339,2002-05-24,2002,,,,,nonBig4_to_nonBig4,unclassified,False
314643,000095011702001330,2002-05-24,2002,,,,,nonBig4_to_nonBig4,unclassified,False
1042465,000091205702021942,2002-05-24,2002,,Ernst & Young,,True,nonBig4_to_Big4,dismissal,True
1144528,000102140802007662,2002-05-24,2002,,KPMG,,True,nonBig4_to_Big4,dismissal,True
788329,000089706902000407,2002-05-24,2002,Arthur Andersen,Ernst & Young,True,True,Big4_to_Big4,dismissal,True
730708,000073070802000017,2002-05-24,2002,,PricewaterhouseCoopers,,True,nonBig4_to_Big4,dismissal,True
47035,000093221402000058,2002-05-24,2002,Ernst & Young,Ernst & Young,True,True,Big4_to_Big4,dismissal,True
1061937,000092838502002147,2002-05-24,2002,,KPMG,,True,nonBig4_to_Big4,dismissal,True
949394,000102140802007640,2002-05-24,2002,,,,,nonBig4_to_nonBig4,resignation,True
1070750,000092838502002148,2002-05-24,2002,,KPMG,,True,nonBig4_to_Big4,dismissal,True
1095471,000103883802000446,2002-05-28,2002,,,,,nonBig4_to_nonBig4,unclassified,False
764794,000101968702001094,2002-05-28,2002,,,,,nonBig4_to_nonBig4,unclassified,True
906525,000095013302002139,2002-05-28,2002,,Ernst & Young,,True,nonBig4_to_Big4,dismissal,True
350200,000090359402000044,2002-05-28,2002,BDO,BDO,False,False,nonBig4_to_nonBig4,dismissal,True
18937,000101706202001085,2002-05-28,2002,,PricewaterhouseCoopers,,True,nonBig4_to_Big4,dismissal,True
1171078,000102140802007707,2002-05-28,2002,,Deloitte,,True,nonBig4_to_Big4,dismissal,True
766004,000091068002000535,2002-05-28,2002,,Arthur Andersen,,True,nonBig4_to_Big4,unclassified,True
912544,000111650202000761,2002-05-28,2002,,Arthur Andersen,,True,nonBig4_to_Big4,dismissal,True
849778,000092701602003043,2002-05-28,2002,,Deloitte,,True,nonBig4_to_Big4,dismissal,True
1030484,000089271202000231,2002-05-28,2002,,Deloitte,,True,nonBig4_to_Big4,dismissal,True
723619,000101054902000340,2002-05-28,2002,,,,,nonBig4_to_nonBig4,dismissal,True
1045942,000101092402000094,2002-05-28,2002,"Arthur
Andersen",,True,,Big4_to_nonBig4,dismissal,True
885067,000091205702022093,2002-05-28,2002,KPMG,KPMG,True,True,Big4_to_Big4,dismissal,True
1065659,000106565902000005,2002-05-28,2002,,,,,nonBig4_to_nonBig4,unclassified,False
1003078,000095013602001612,2002-05-28,2002,,Ernst & Young,,True,nonBig4_to_Big4,dismissal,True
20629,000095011602001242,2002-05-28,2002,,,,,nonBig4_to_nonBig4,dismissal,True
314643,000095011702001349,2002-05-28,2002,,,,,nonBig4_to_nonBig4,unclassified,False
1923,000095014402006063,2002-05-28,2002,Deloitte,Deloitte,True,True,Big4_to_Big4,dismissal,True
798168,000101905602000420,2002-05-28,2002,,,,,nonBig4_to_nonBig4,dismissal,True
751288,000075128802000004,2002-05-29,2002,Arthur Andersen,,True,,Big4_to_nonBig4,dismissal,True
105016,000102140802007759,2002-05-29,2002,,Ernst & Young,,True,nonBig4_to_Big4,dismissal,True
919623,000095014402006081,2002-05-29,2002,,,,,nonBig4_to_nonBig4,dismissal,False
315545,000107878202000156,2002-05-29,2002,,,,,nonBig4_to_nonBig4,unclassified,False
742686,000091205702022178,2002-05-29,2002,,,,,nonBig4_to_nonBig4,dismissal,True
814222,000081422202000006,2002-05-29,2002,,Ernst & Young,,True,nonBig4_to_Big4,dismissal,True
6260,000000626002000021,2002-05-29,2002,Arthur Andersen,Ernst & Young,True,True,Big4_to_Big4,dismissal,True
702325,000070232502000025,2002-05-29,2002,,,,,nonBig4_to_nonBig4,unclassified,False
719589,000071958902000009,2002-05-29,2002,,Ernst & Young,,True,nonBig4_to_Big4,dismissal,True
818089,000081808902000011,2002-05-29,2002,,Ernst & Young,,True,nonBig4_to_Big4,dismissal,True
719589,000070366702000007,2002-05-29,2002,,Ernst & Young,,True,nonBig4_to_Big4,dismissal,True
719589,000070366702000006,2002-05-29,2002,,Ernst & Young,,True,nonBig4_to_Big4,dismissal,True
1171079,000102140802007717,2002-05-29,2002,,Deloitte,,True,nonBig4_to_Big4,dismissal,True
703667,000070366702000008,2002-05-29,2002,,Ernst & Young,,True,nonBig4_to_Big4,dismissal,True
841942,000084194202000009,2002-05-29,2002,,Ernst & Young,,True,nonBig4_to_Big4,dismissal,True
1014739,000108935502000369,2002-05-29,2002,,Ernst & Young,,True,nonBig4_to_Big4,dismissal,True
765232,000076523202000006,2002-05-29,2002,,Ernst & Young,,True,nonBig4_to_Big4,dismissal,True
745302,000074530202000006,2002-05-29,2002,,Ernst & Young,,True,nonBig4_to_Big4,dismissal,True
1041657,000092838502002183,2002-05-30,2002,,Ernst & Young,,True,nonBig4_to_Big4,dismissal,True
23675,000002367502000010,2002-05-30,2002,,KPMG,,True,nonBig4_to_Big4,dismissal,True
225211,000022521102000032,2002-05-30,2002,,,,,nonBig4_to_nonBig4,unclassified,False
1024787,000095013002004040,2002-05-30,2002,,PricewaterhouseCoopers,,True,nonBig4_to_Big4,dismissal,True
881791,000095013102002212,2002-05-30,2002,,Deloitte,,True,nonBig4_to_Big4,dismissal,True
913782,000091378202000021,2002-05-30,2002,,Deloitte,,True,nonBig4_to_Big4,dismissal,True
1039797,000091378202000022,2002-05-30,2002,,Deloitte,,True,nonBig4_to_Big4,dismissal,True
356213,000089843002002207,2002-05-30,2002,,Arthur Andersen,,True,nonBig4_to_Big4,dismissal,True
1016739,000113388402000686,2002-05-30,2002,,Ernst & Young,,True,nonBig4_to_Big4,dismissal,True
932631,000091205702022464,2002-05-30,2002,,KPMG,,True,nonBig4_to_Big4,dismissal,True
868610,000091205702022365,2002-05-30,2002,Arthur Andersen,KPMG,True,True,Big4_to_Big4,dismissal,True
873800,000091205702022370,2002-05-30,2002,Arthur Andersen,KPMG,True,True,Big4_to_Big4,dismissal,True
830483,000101041202000120,2002-05-30,2002,,,,,nonBig4_to_nonBig4,unclassified,False
1015535,000091664102000900,2002-05-30,2002,KPMG,KPMG,True,True,Big4_to_Big4,dismissal,True
54507,000095013002004049,2002-05-30,2002,,Arthur Andersen,,True,nonBig4_to_Big4,unclassified,True
893538,000089353802000031,2002-05-30,2002,,,,,nonBig4_to_nonBig4,dismissal,True
1156877,000106823802000132,2002-05-31,2002,,,,,nonBig4_to_nonBig4,unclassified,False
934650,000095012902002849,2002-05-31,2002,Arthur Andersen,KPMG,True,True,Big4_to_Big4,dismissal,True
30770,000003077002000061,2002-05-31,2002,,Arthur Andersen,,True,nonBig4_to_Big4,unclassified,True
105668,000095015202004616,2002-05-31,2002,,,,,nonBig4_to_nonBig4,unclassified,False
726601,000072660102000006,2002-05-31,2002,,Arthur Andersen,,True,nonBig4_to_Big4,unclassified,True
1043309,000089534502000336,2002-05-31,2002,KPMG,KPMG,True,True,Big4_to_Big4,dismissal,True
1094392,000109439202000009,2002-05-31,2002,KPMG,KPMG,True,True,Big4_to_Big4,dismissal,True
1037453,000092532802000025,2002-05-31,2002,,,,,nonBig4_to_nonBig4,resignation,True
1097867,000100009602000347,2002-06-03,2002,,,,,nonBig4_to_nonBig4,unclassified,False
1066928,000111650202000788,2002-06-03,2002,,,,,nonBig4_to_nonBig4,unclassified,False
1065659,000106565902000006,2002-06-03,2002,,,,,nonBig4_to_nonBig4,unclassified,False
909736,000115752302000499,2002-06-03,2002,,,,,nonBig4_to_nonBig4,unclassified,True
1094744,000104596902001032,2002-06-03,2002,,,,,nonBig4_to_nonBig4,unclassified,False
797079,000094583602000044,2002-06-03,2002,,,,,nonBig4_to_nonBig4,dismissal,True
1065859,000093173102000207,2002-06-03,2002,,,,,nonBig4_to_nonBig4,unclassified,False
1093984,000111650202000799,2002-06-03,2002,,,,,nonBig4_to_nonBig4,unclassified,False
