cik,acc_nodash,date_filed,company_name,form_type,parse_status,item401_text,auditor_out,auditor_in,reason,disagreements
727892,000082002704000993,2004-11,IDS LIFE INSURANCE CO,8-K,no_items_found,,,,,
727892,000082002704001033,2004-12,IDS LIFE INSURANCE CO,8-K/A,no_items_found,,,,,
1042291,000101968704002864,2004-12,ILINC COMMUNICATIONS INC,8-K,no_items_found,,,,,
1035422,000106594904000109,2004-11,INDUSTRIAL MINERALS INC,8-K,no_items_found,,,,,
1096936,000114420404016297,2004-10,INNOVATION HOLDINGS,8-K,no_items_found,,,,,
1060910,000105291804000455,2004-11,INTERACTIVE MULTIMEDIA NETWORK INC,8-K,no_items_found,,,,,
1060910,000105291804000503,2004-12,INTERACTIVE MULTIMEDIA NETWORK INC,8-K/A,no_items_found,,,,,
1103310,000110594404000050,2004-12,INTERCARE DX INC,8-K,no_items_found,,,,,
1122112,000101376204001228,2004-11,INTERNATIONAL SURFACING INC,8-K/A,no_items_found,,,,,
1023966,000104746904035648,2004-12,ISONICS CORP,8-K,no_items_found,,,,,
1028215,000104746904034364,2004-11,KMG CHEMICALS INC,8-K,no_items_found,,,,,
717422,000071742204000016,2004-10,LINCOLN LOGS LTD,8-K,no_items_found,,,,,
1219702,000095012904007935,2004-10,LINK ENERGY LLC,8-K,no_items_found,,,,,
1160084,000116008404000015,2004-12,LOCATEPLUS HOLDINGS CORP,8-K,no_items_found,,,,,
1193159,000113207204000294,2004-12,"MAVERICK OIL & GAS, INC.",8-K,no_items_found,,,,,
1268471,000113707004000112,2004-10,MEADOWS SPRINGS INC,8-K,no_items_found,,,,,
882154,000095015204007366,2004-10,METRETEK TECHNOLOGIES INC,8-K/A,no_items_found,,,,,
32567,000126493104000206,2004-11,METWOOD INC,8-K/A,no_items_found,,,,,
1082285,000113717104001325,2004-10,MICRON ENVIRO SYSTEMS INC,8-K,no_items_found,,,,,
1082285,000113717104001341,2004-10,MICRON ENVIRO SYSTEMS INC,8-K,no_items_found,,,,,
1082285,000113717104001579,2004-12,MICRON ENVIRO SYSTEMS INC,8-K,no_items_found,,,,,
1082285,000113717104001616,2004-12,MICRON ENVIRO SYSTEMS INC,8-K,no_items_found,,,,,
1002396,000101054904000649,2004-10,MILLION DOLLAR SALOON INC,8-K,no_items_found,,,,,
67472,000006747204000174,2004-11,MOLEX INC,8-K,no_items_found,,,,,
67472,000006747204000181,2004-12,MOLEX INC,8-K,no_items_found,,,,,
1047540,000112188804000053,2004-11,MOMENTUM HOLDINGS CORP,8-K,no_items_found,,,,,
1019825,000101968704002227,2004-10,MOONEY AEROSPACE GROUP LTD,8-K/A,no_items_found,,,,,
1120792,000101968704002176,2004-10,MORGAN BEAUMONT INC,8-K,no_items_found,,,,,
319040,000106594904000103,2004-11,MOUNTAINS WEST EXPLORATION INC,8-K,no_items_found,,,,,
904896,000090489604000064,2004-10,N-VIRO INTERNATIONAL CORP,8-K,no_items_found,,,,,
904896,000090489604000066,2004-10,N-VIRO INTERNATIONAL CORP,8-K,no_items_found,,,,,
1080316,000116552704000240,2004-10,NANO SUPERLATTICE TECHNOLOGY INC.,8-K/A,no_items_found,,,,,
1124676,000101540204004504,2004-10,NBOG BANCORPORATION INC,8-K,no_items_found,,,,,
1099609,000120180004000174,2004-10,NESCO INDUSTRIES INC,8-K,no_items_found,,,,,
1099609,000120180004000197,2004-10,NESCO INDUSTRIES INC,8-K/A,no_items_found,,,,,
1123425,000101540204004293,2004-10,NETCO INVESTMENTS INC,8-K,no_items_found,,,,,
861896,000101211804000049,2004-10,NEW MOUNTAINTOP CORP,8-K,no_items_found,,,,,
1103577,000116169704001014,2004-12,NEWPORT INTERNATIONAL GROUP INC,8-K,no_items_found,,,,,
314307,000103883804000991,2004-10,NOXSO CORP,8-K,no_items_found,,,,,
1116112,000101054904000775,2004-11,NUCLEAR SOLUTIONS INC,8-K,no_items_found,,,,,
1116677,000113680404000028,2004-11,NanoSignal CORP,8-K,no_items_found,,,,,
1079797,000130445904000112,2004-12,New Century Energy Corp.,8-K,no_items_found,,,,,
1126302,000112630204000080,2004-11,ON THE GO HEALTHCARE INC,8-K,no_items_found,,,,,
1126302,000112630204000100,2004-11,ON THE GO HEALTHCARE INC,8-K/A,no_items_found,,,,,
1126302,000112630204000110,2004-11,ON THE GO HEALTHCARE INC,8-K/A,no_items_found,,,,,
889992,000095011704003779,2004-11,ORTEC INTERNATIONAL INC,8-K,no_items_found,,,,,
889992,000095011704004204,2004-11,ORTEC INTERNATIONAL INC,8-K/A,no_items_found,,,,,
1020475,000129993304002191,2004-12,PACIFIC BIOMETRICS INC,8-K,no_items_found,,,,,
1020475,000129993304002491,2004-12,PACIFIC BIOMETRICS INC,8-K,no_items_found,,,,,
1162895,000117042304000350,2004-10,PATRIARCH INC,8-K,no_items_found,,,,,
77155,000095014204003981,2004-11,PENN TRAFFIC CO,8-K,no_items_found,,,,,
920945,000092708904000357,2004-11,PENNFED FINANCIAL SERVICES INC,8-K/A,no_items_found,,,,,
1056943,000105694304000075,2004-10,PEOPLES FINANCIAL SERVICES CORP/,8-K,no_items_found,,,,,
77808,000095017204002966,2004-12,PETRIE STORES LIQUIDATING TRUST,8-K,no_items_found,,,,,
77808,000095017204003145,2004-12,PETRIE STORES LIQUIDATING TRUST,8-K,no_items_found,,,,,
77808,000095017204002610,2004-11,PETRIE STORES LIQUIDATING TRUST,8-K/A,no_items_found,,,,,
1092448,000113207204000203,2004-11,PHOENIX INTERESTS INC,8-K,no_items_found,,,,,
1017837,000101297504000278,2004-12,PHONE1GLOBALWIDE INC,8-K,no_items_found,,,,,
895234,000081291404000272,2004-10,PLM EQUIPMENT GROWTH & INCOME FUND VII,8-K/A,no_items_found,,,,,
857645,000081291404000250,2004-10,PLM EQUIPMENT GROWTH FUND V,8-K,no_items_found,,,,,
857645,000081291404000268,2004-10,PLM EQUIPMENT GROWTH FUND V,8-K/A,no_items_found,,,,,
874395,000081291404000270,2004-10,PLM EQUIPMENT GROWTH FUND VI,8-K/A,no_items_found,,,,,
1102432,000101540204004825,2004-11,POKER COM INC,8-K,no_items_found,,,,,
1272550,000089016304000447,2004-12,"PREMIER ALLIANCE GROUP, INC.",8-K/A,no_items_found,,,,,
744667,000101041204000461,2004-12,PROCESS TECHNOLOGY SYSTEMS INC,8-K,no_items_found,,,,,
744667,000101041204000462,2004-12,PROCESS TECHNOLOGY SYSTEMS INC,8-K/A,no_items_found,,,,,
911787,000090883404000698,2004-11,PRODUCTIVITY TECHNOLOGIES CORP /,8-K,no_items_found,,,,,
911787,000090883404000728,2004-11,PRODUCTIVITY TECHNOLOGIES CORP /,8-K,no_items_found,,,,,
928956,000081291404000259,2004-10,PROFESSIONAL LEASE MANAGEMENT INCOME FUND I LLC,8-K,no_items_found,,,,,
1040850,000115752304010851,2004-11,PROVO INTERNATIONAL  INC,8-K,no_items_found,,,,,
1040850,000114420404017336,2004-11,PROVO INTERNATIONAL  INC,8-K/A,no_items_found,,,,,
806517,000095013504005318,2004-11,PSYCHEMEDICS CORP,8-K,no_items_found,,,,,
1019787,000111650204002759,2004-11,PURADYN FILTER TECHNOLOGIES INC,8-K,no_items_found,,,,,
276720,000027672004000016,2004-12,PURE CYCLE CORP,8-K,no_items_found,,,,,
932127,000114420404020198,2004-11,QT 5 INC,8-K,no_items_found,,,,,
855743,000092189504001850,2004-11,QUERYOBJECT SYSTEMS CORP,8-K,no_items_found,,,,,
1130126,000101905604001399,2004-11,Quest Minerals & Mining Corp,8-K,no_items_found,,,,,
1130126,000101905604001313,2004-11,Quest Minerals & Mining Corp,8-K/A,no_items_found,,,,,
1041858,000095017204003024,2004-12,RCN CORP /DE/,8-K/A,no_items_found,,,,,
706507,000089907804000723,2004-10,RENAISSANCE ACCEPTANCE GROUP INC,8-K/A,no_items_found,,,,,
800458,000089291704000273,2004-10,RENTRAK CORP,8-K,no_items_found,,,,,
922487,000095011604003115,2004-10,ROYAL BANCSHARES OF PENNSYLVANIA INC,8-K,no_items_found,,,,,
1104280,000109309404000194,2004-12,SANGUI BIOTECH INTERNATIONAL INC,8-K,no_items_found,,,,,
926229,000114420404015521,2004-10,SCANTEK MEDICAL INC,8-K,no_items_found,,,,,
926229,000114420404016764,2004-10,SCANTEK MEDICAL INC,8-K/A,no_items_found,,,,,
825542,000095015204008838,2004-12,SCOTTS COMPANY,8-K,no_items_found,,,,,
1140298,000108671504000121,2004-10,SILESIA ENTERPRISES INC,8-K,no_items_found,,,,,
1140298,000114029804000004,2004-12,SILESIA ENTERPRISES INC,8-K,no_items_found,,,,,
923601,000114420404021141,2004-12,SINGING MACHINE CO INC,8-K/A,no_items_found,,,,,
1005698,000130794204000010,2004-12,SMARTSERV ONLINE INC,8-K,no_items_found,,,,,
319013,000101968704002648,2004-11,SPECTRUM LABORATORIES INC /CA,8-K/A,no_items_found,,,,,
1083490,000101054904000708,2004-11,SUNRISE REAL ESTATE DEVELOPMENT GROUP INC,8-K,no_items_found,,,,,
1253557,000112785504000591,2004-10,SUNRISE USA INC,8-K,no_items_found,,,,,
1100202,000101172304000096,2004-12,SUTTER HOLDING CO INC,8-K/A,no_items_found,,,,,
1096637,000114037704000321,2004-12,"SaVi Media Group, Inc.",8-K,no_items_found,,,,,
1096637,000114037704000329,2004-12,"SaVi Media Group, Inc.",8-K,no_items_found,,,,,
764763,000116169704001036,2004-12,TANGENT SOLUTIONS INC,8-K,no_items_found,,,,,
96664,000114420404017808,2004-11,TECH LABORATORIES INC,8-K,no_items_found,,,,,
1123219,000114420404018557,2004-11,TELCOBLUE INC,8-K,no_items_found,,,,,
1123219,000114420404019754,2004-11,TELCOBLUE INC,8-K/A,no_items_found,,,,,
817129,000101054904000660,2004-10,TELESTONE TECHNOLOGIES CORP,8-K,no_items_found,,,,,
1140299,000108671504000122,2004-10,TERRA TREMA INC,8-K,no_items_found,,,,,
1114208,000111420804000007,2004-11,TEXXON INC,8-K,no_items_found,,,,,
1045150,000115752304011601,2004-12,TIER TECHNOLOGIES INC,8-K,no_items_found,,,,,
1139950,000118811204001495,2004-10,TREASURE MOUNTAIN HOLDINGS INC,8-K,no_items_found,,,,,
1302135,000101211804000052,2004-10,"Trust Licensing, Inc., F/K/A New Mountaintop CORP",8-K/A,no_items_found,,,,,
706863,000091064704000396,2004-11,UNION BANKSHARES INC,8-K,no_items_found,,,,,
716778,000114420404020018,2004-11,UNITED DIAGNOSTIC INC,8-K,no_items_found,,,,,
1036968,000116923204005585,2004-11,VAXGEN INC,8-K/A,no_items_found,,,,,
1036968,000116923204005839,2004-11,VAXGEN INC,8-K/A,no_items_found,,,,,
1134765,000104746904030919,2004-10,VITACUBE SYSTEMS HOLDINGS INC,8-K,no_items_found,,,,,
1101137,000103849404000069,2004-10,VOLT INC,8-K,no_items_found,,,,,
1208038,000114420404021282,2004-12,WESTERN GOLDFIELDS INC,8-K,no_items_found,,,,,
897545,000114420404015878,2004-10,WINWIN GAMING INC,8-K,no_items_found,,,,,
38981,000092242304001663,2004-10,WIRELESS FRONTIER INTERNET INC,8-K,no_items_found,,,,,
38981,000092242304001739,2004-10,WIRELESS FRONTIER INTERNET INC,8-K/A,no_items_found,,,,,
1168375,000104488504000068,2004-10,XRG INC,8-K,no_items_found,,,,,
1289550,000129993304001079,2004-10,"Xenonics Holdings, Inc.",8-K,no_items_found,,,,,
712511,000091431704003942,2004-11,YDI WIRELESS INC,8-K,no_items_found,,,,,
814055,000101019204000056,2004-10,YOUBET COM INC,8-K/A,no_items_found,,,,,
797542,000079754204000005,2004-12,ZAXIS INTERNATIONAL INC,8-K,no_items_found,,,,,
1090870,000109230605000113,2005-03,21ST CENTURY TECHNOLOGIES INC,8-K,no_items_found,,,,,
812149,000092627405000006,2005-01,4NET SOFTWARE INC,8-K,no_items_found,,,,,
1098344,000101540205000928,2005-02,649 COM INC,8-K,no_items_found,,,,,
1176316,000115752305000414,2005-01,ACCESS NATIONAL CORP,8-K,no_items_found,,,,,
1137587,000114420405003270,2005-02,ACS HOLDINGS INC,8-K,no_items_found,,,,,
1011601,000114420405007136,2005-03,ACTIVECORE TECHNOLOGIES INC,8-K/A,no_items_found,,,,,
1098875,000114420405003323,2005-02,ALADDIN SYSTEMS HOLDINGS INC,8-K,no_items_found,,,,,
1089511,000115752305002646,2005-03,ALASKA COMMUNICATIONS SYSTEMS GROUP INC,8-K,no_items_found,,,,,
1041580,000107704805000172,2005-03,AMERICAN WATER STAR  INC,8-K/A,no_items_found,,,,,
1289046,000128904605000002,2005-02,"APD ANTIQUITIES, INC.",8-K,no_items_found,,,,,
820774,000129993305001369,2005-03,ASHWORTH INC,8-K,no_items_found,,,,,
1271484,000100009605000067,2005-02,ASSURETEC HOLDINGS INC,8-K,no_items_found,,,,,
1221554,000122155405000006,2005-03,ATM FINANCIAL CORP,8-K,no_items_found,,,,,
1221554,000122155405000008,2005-03,ATM FINANCIAL CORP,8-K/A,no_items_found,,,,,
1093677,000109230605000123,2005-03,AUTEO MEDIA INC,8-K,no_items_found,,,,,
788738,000114420405004739,2005-02,"AXIA GROUP, INC.",8-K,no_items_found,,,,,
1091395,000108417805000008,2005-02,BACH-HAUSER INC,8-K,no_items_found,,,,,
1234383,000129993305001076,2005-03,BANK HOLDINGS,8-K,no_items_found,,,,,
1166389,000101054905000088,2005-02,BASIC EMPIRE CORP,8-K,no_items_found,,,,,
1166389,000101054905000171,2005-03,BASIC EMPIRE CORP,8-K,no_items_found,,,,,
1166389,000101054905000160,2005-03,BASIC EMPIRE CORP,8-K/A,no_items_found,,,,,
1127242,000112724205000001,2005-02,BIB HOLDINGS LTD,8-K/A,no_items_found,,,,,
919605,000116923205001901,2005-03,BIOCORAL INC,8-K,no_items_found,,,,,
1176135,000117613505000002,2005-01,BLACKSTOCKS DEVELOPMENT CORP,8-K,no_items_found,,,,,
1176135,000117613505000006,2005-01,BLACKSTOCKS DEVELOPMENT CORP,8-K,no_items_found,,,,,
1176135,000117613505000004,2005-01,BLACKSTOCKS DEVELOPMENT CORP,8-K/A,no_items_found,,,,,
949870,000091064705000081,2005-03,BOSTON BEER CO INC,8-K,no_items_found,,,,,
1137883,000114420405000319,2005-01,BRAINSTORM CELL THERAPEUTICS INC,8-K/A,no_items_found,,,,,
1092976,000114420405008094,2005-03,BSD SOFTWARE INC,8-K,no_items_found,,,,,
1128620,000127100805000003,2005-01,BW ACQUISITION INC/ NV,8-K,no_items_found,,,,,
1162177,000121478205000002,2005-01,Battle Mountain Gold Exploration Corp.,8-K,no_items_found,,,,,
1162177,000130445905000019,2005-01,Battle Mountain Gold Exploration Corp.,8-K/A,no_items_found,,,,,
1162177,000130445905000073,2005-02,Battle Mountain Gold Exploration Corp.,8-K/A,no_items_found,,,,,
350199,000090266405000712,2005-02,CACHE INC,8-K,no_items_found,,,,,
923649,000091957405000205,2005-02,CALIFORNIA PETROLEUM TRANSPORT CORP,8-K,no_items_found,,,,,
819334,000129993305000193,2005-01,CAM COMMERCE SOLUTIONS INC,8-K,no_items_found,,,,,
16614,000095015205001707,2005-03,CAMCO FINANCIAL CORP,8-K,no_items_found,,,,,
911147,000091114705000002,2005-02,CENTURY CASINOS INC /CO/,8-K,no_items_found,,,,,
791770,000107654205000021,2005-02,CENTURY PACIFIC FINANCIAL CORP,8-K/A,no_items_found,,,,,
1118326,000083248805000005,2005-02,CERTIFIED SERVICES INC,8-K,no_items_found,,,,,
1118326,000083248805000006,2005-03,CERTIFIED SERVICES INC,8-K/A,no_items_found,,,,,
19871,000095017205000679,2005-03,CHICAGO RIVET & MACHINE CO,8-K,no_items_found,,,,,
19871,000095017205000952,2005-03,CHICAGO RIVET & MACHINE CO,8-K,no_items_found,,,,,
721693,000101054905000056,2005-01,CHINA DIGITAL WIRELESS INC,8-K/A,no_items_found,,,,,
1203900,000126493105000029,2005-01,CHINA EDUCATION ALLIANCE INC.,8-K,no_items_found,,,,,
1039726,000113705005000053,2005-03,CHINA EXPERT TECHNOLOGY INC,8-K,no_items_found,,,,,
1125280,000094935305000039,2005-02,CHINA WIRELESS COMMUNICATIONS INC,8-K,no_items_found,,,,,
922717,000095015505000048,2005-03,CHINDEX INTERNATIONAL INC,8-K/A,no_items_found,,,,,
1073475,000107347505000008,2005-03,CITIZENS FIRST CORP,8-K,no_items_found,,,,,
1089143,000108914305000010,2005-02,COLLECTORS UNIVERSE INC,8-K,no_items_found,,,,,
754568,000114420405005566,2005-02,COMC INC,8-K,no_items_found,,,,,
69623,000121390005000185,2005-03,COMPREHENSIVE HEALTHCARE SOLUTIONS INC,8-K,no_items_found,,,,,
1074075,000101905605000028,2005-01,"CONTINENTAL BEVERAGE & NUTRITION, INC.",8-K,no_items_found,,,,,
1074075,000101905605000069,2005-01,"CONTINENTAL BEVERAGE & NUTRITION, INC.",8-K,no_items_found,,,,,
1063665,000106366505000007,2005-03,CORGENIX MEDICAL CORP/CO,8-K,no_items_found,,,,,
1028461,000095012405002039,2005-03,COVANSYS CORP,8-K,no_items_found,,,,,
1168938,000109328705000059,2005-03,CRAFTY ADMIRAL ENTERPRISES LTD,8-K/A,no_items_found,,,,,
1073857,000101968705000126,2005-01,CRDENTIA CORP,8-K,no_items_found,,,,,
949721,000114420405001563,2005-01,CREATIVE BAKERIES INC,8-K,no_items_found,,,,,
1113524,000114420405003111,2005-02,CREATIVE VISTAS INC,8-K/A,no_items_found,,,,,
1093207,000115752305001699,2005-02,CROSSROADS SYSTEMS INC,8-K,no_items_found,,,,,
1164256,000105291805000036,2005-01,DAYBREAK MINES INC,8-K,no_items_found,,,,,
1164256,000105291805000106,2005-02,DAYBREAK MINES INC,8-K/A,no_items_found,,,,,
1165876,000114090505000005,2005-01,DIGITAL COLOR PRINT INC,8-K,no_items_found,,,,,
29006,000094583605000008,2005-03,DIONICS INC,8-K,no_items_found,,,,,
1129900,000101905605000151,2005-02,DONINI INC,8-K,no_items_found,,,,,
1081029,000116552705000077,2005-03,DUNGANNON INTERNATIONAL INC,8-K/A,no_items_found,,,,,
1256540,000125654005000004,2005-02,EAST COAST DIVERSIFIED CORP,8-K,no_items_found,,,,,
1256540,000125654005000006,2005-03,EAST COAST DIVERSIFIED CORP,8-K/A,no_items_found,,,,,
1091406,000109140605000004,2005-03,EDGAR FILINGNET INC,8-K/A,no_items_found,,,,,
797662,000110262405000029,2005-02,ELEMENT 21 GOLF CO,8-K/A,no_items_found,,,,,
1138654,000113865405000001,2005-03,ENEFTECH CORP,8-K,no_items_found,,,,,
1085254,000114420405007332,2005-03,EXCALIBUR INDUSTRIES INC,8-K,no_items_found,,,,,
1289047,000128904705000002,2005-02,Edward II Inc,8-K,no_items_found,,,,,
1142336,000095012405002013,2005-03,"FAMILY HOME HEALTH SERVICES, INC.",8-K/A,no_items_found,,,,,
1085913,000108591305000008,2005-03,FARMERS & MERCHANTS BANCORP,8-K,no_items_found,,,,,
770461,000116923205001664,2005-03,FAST EDDIE RACING STABLES INC,8-K,no_items_found,,,,,
1098278,000109827805000001,2005-01,FEDERAL SECURITY PROTECTION SERVICES INC,8-K/A,no_items_found,,,,,
1098278,000109827805000003,2005-02,FEDERAL SECURITY PROTECTION SERVICES INC,8-K/A,no_items_found,,,,,
1106773,000104746905007991,2005-03,FIRST HORIZON PHARMACEUTICAL CORP,8-K,no_items_found,,,,,
1144879,000114487905000004,2005-02,FLIGHT SAFETY TECHNOLOGIES INC,8-K,no_items_found,,,,,
1144062,000110889005000005,2005-01,FUN CITY POPCORN INC,8-K,no_items_found,,,,,
1144062,000114420405004967,2005-02,FUN CITY POPCORN INC,8-K,no_items_found,,,,,
1109347,000107704805000106,2005-02,FUN FOR YOU INC,8-K,no_items_found,,,,,
1131903,000117042305000068,2005-03,FUSA CAPITAL CORP,8-K,no_items_found,,,,,
1131903,000117042305000070,2005-03,FUSA CAPITAL CORP,8-K/A,no_items_found,,,,,
880116,000101540205001519,2005-03,GEORGIA BANK FINANCIAL CORP /GA,8-K,no_items_found,,,,,
949728,000101540205000454,2005-02,GLOBAL LINKS CORP,8-K,no_items_found,,,,,
356590,000114420405003233,2005-02,GOHEALTH MD INC,8-K,no_items_found,,,,,
1282613,000109328705000048,2005-03,GOLDEN HOPE RESOURCES CORP,8-K,no_items_found,,,,,
1080036,000113717105000338,2005-03,GOLDEN PATRIOT CORP,8-K,no_items_found,,,,,
42582,000129993305000935,2005-02,GOODYEAR TIRE & RUBBER CO /OH/,8-K,no_items_found,,,,,
1157300,000114420405006121,2005-02,"Global Pharmatech, Inc.",8-K,no_items_found,,,,,
1128949,000114420405005826,2005-02,Global Resource CORP,8-K,no_items_found,,,,,
949427,000101968705000127,2005-01,HARTCOURT COMPANIES INC,8-K/A,no_items_found,,,,,
1172222,000095013605000207,2005-01,HAWAIIAN HOLDINGS  INC,8-K,no_items_found,,,,,
1172324,000121390005000132,2005-02,HERITAGE SCHOLASTIC CORP,8-K,no_items_found,,,,,
888671,000101905605000357,2005-03,HIBSHMAN OPTICAL CORP,8-K,no_items_found,,,,,
1266719,000101376205000087,2005-01,"Harbin Electric, Inc",8-K,no_items_found,,,,,
1266719,000101376205000266,2005-03,"Harbin Electric, Inc",8-K/A,no_items_found,,,,,
727892,000082002705000219,2005-02,IDS LIFE INSURANCE CO,8-K,no_items_found,,,,,
1105692,000107704805000107,2005-02,INDEPENDENT ASSET MANAGEMENT CORP,8-K,no_items_found,,,,,
741114,000115895705000002,2005-01,INTEGRATED SECURITY SYSTEMS INC,8-K,no_items_found,,,,,
741114,000115895705000023,2005-03,INTEGRATED SECURITY SYSTEMS INC,8-K/A,no_items_found,,,,,
1109324,000107704805000108,2005-02,INTERBANK CAPITAL CORP,8-K,no_items_found,,,,,
1057232,000117091805000115,2005-03,INTERPLAY ENTERTAINMENT CORP,8-K/A,no_items_found,,,,,
793043,000118518505000016,2005-01,IR BIOSCIENCES HOLDINGS INC,8-K/A,no_items_found,,,,,
719209,000118811205000128,2005-01,ISRAMCO INC,8-K,no_items_found,,,,,
1011601,000114420405004929,2005-02,IVP TECHNOLOGY CORP,8-K,no_items_found,,,,,
1101137,000103849405000004,2005-01,"KORE HOLDINGS, INC",8-K/A,no_items_found,,,,,
1114925,000101968705000136,2005-01,LANTRONIX INC,8-K,no_items_found,,,,,
892158,000106540705000170,2005-02,LAUREL CAPITAL GROUP INC,8-K,no_items_found,,,,,
1132143,000115752305002073,2005-03,LEGEND INTERNATIONAL HOLDINGS INC,8-K,no_items_found,,,,,
1308137,000109328705000047,2005-03,Lam Liang Corp.,8-K,no_items_found,,,,,
811933,000089843205000039,2005-01,MAGIC LANTERN GROUP  INC,8-K,no_items_found,,,,,
811933,000089843205000225,2005-03,MAGIC LANTERN GROUP  INC,8-K,no_items_found,,,,,
1043105,000118811205000202,2005-02,MAILKEY CORP,8-K,no_items_found,,,,,
1043105,000118811205000352,2005-02,MAILKEY CORP,8-K/A,no_items_found,,,,,
1093285,000115752305002214,2005-03,MEDI HUT CO INC,8-K,no_items_found,,,,,
1083944,000116415005000002,2005-01,MEDICAL MAKEOVER CORP OF AMERICA,8-K,no_items_found,,,,,
1083944,000116415005000007,2005-01,MEDICAL MAKEOVER CORP OF AMERICA,8-K/A,no_items_found,,,,,
1117171,000101054905000057,2005-01,MEDINA COFFEE INC,8-K,no_items_found,,,,,
724941,000072494105000004,2005-02,MERISEL INC /DE/,8-K,no_items_found,,,,,
1082285,000113717105000026,2005-01,MICRON ENVIRO SYSTEMS INC,8-K,no_items_found,,,,,
1082285,000113717105000073,2005-01,MICRON ENVIRO SYSTEMS INC,8-K,no_items_found,,,,,
1082285,000113717105000081,2005-01,MICRON ENVIRO SYSTEMS INC,8-K,no_items_found,,,,,
1082285,000113717105000291,2005-03,MICRON ENVIRO SYSTEMS INC,8-K,no_items_found,,,,,
1082285,000113717105000310,2005-03,MICRON ENVIRO SYSTEMS INC,8-K,no_items_found,,,,,
1082285,000113717105000351,2005-03,MICRON ENVIRO SYSTEMS INC,8-K,no_items_found,,,,,
1082285,000113717105000392,2005-03,MICRON ENVIRO SYSTEMS INC,8-K,no_items_found,,,,,
1064063,000089322005000190,2005-01,MIIX GROUP INC,8-K,no_items_found,,,,,
1064063,000089322005000334,2005-02,MIIX GROUP INC,8-K/A,no_items_found,,,,,
1116773,000109690605000042,2005-02,MILL CREEK RESEARCH INC,8-K,no_items_found,,,,,
1116773,000109690605000067,2005-02,MILL CREEK RESEARCH INC,8-K/A,no_items_found,,,,,
1116773,000109690605000073,2005-03,MILL CREEK RESEARCH INC,8-K/A,no_items_found,,,,,
1100674,000116552705000061,2005-03,MILLENIUM HOLDING GROUP INC /AZ/,8-K,no_items_found,,,,,
785968,000101041205000037,2005-02,MILLER PETROLEUM INC,8-K/A,no_items_found,,,,,
1002396,000101054905000192,2005-03,MILLION DOLLAR SALOON INC,8-K,no_items_found,,,,,
1121225,000089979705000016,2005-01,"MINRAD INTERNATIONAL, INC.",8-K/A,no_items_found,,,,,
1121225,000089979705000079,2005-03,"MINRAD INTERNATIONAL, INC.",8-K/A,no_items_found,,,,,
1085104,000114420405008228,2005-03,MOVING BYTES INC,8-K,no_items_found,,,,,
1042501,000101968705000158,2005-01,"Myriad Entertainment & Resorts, Inc.",8-K,no_items_found,,,,,
1042501,000101968705000499,2005-02,"Myriad Entertainment & Resorts, Inc.",8-K/A,no_items_found,,,,,
1077915,000109328705000055,2005-03,NATALMA INDUSTRIES INC,8-K,no_items_found,,,,,
1077915,000109328705000062,2005-03,NATALMA INDUSTRIES INC,8-K/A,no_items_found,,,,,
1138586,000116415005000001,2005-01,NATIONAL BUSINESS HOLDINGS INC,8-K,no_items_found,,,,,
1123425,000101540205000087,2005-01,NETCO INVESTMENTS INC,8-K,no_items_found,,,,,
1145254,000114420405006600,2005-03,NETFRAN DEVELOPMENT CORP,8-K,no_items_found,,,,,
1101865,000113902005000059,2005-02,NMXS COM INC,8-K,no_items_found,,,,,
1169354,000116935405000001,2005-02,NORTON INDUSTRIES CORP,8-K,no_items_found,,,,,
1169354,000116935405000002,2005-02,NORTON INDUSTRIES CORP,8-K/A,no_items_found,,,,,
1103976,000107704805000109,2005-02,NOTHING CORP,8-K,no_items_found,,,,,
758004,000075800405000006,2005-01,NOVELL INC,8-K,no_items_found,,,,,
826773,000090914305000023,2005-03,NOVO NETWORKS INC,8-K,no_items_found,,,,,
1116677,000113680405000005,2005-02,NanoSignal CORP,8-K/A,no_items_found,,,,,
1178377,000130445905000092,2005-02,"National Parking Systems, Inc.",8-K,no_items_found,,,,,
1302946,000110889005000156,2005-03,"Navidec Financial Services, Inc.",8-K/A,no_items_found,,,,,
1092083,000116415005000057,2005-02,NewMarket Technology Inc,8-K,no_items_found,,,,,
73779,000101905605000168,2005-02,OCG TECHNOLOGY INC,8-K,no_items_found,,,,,
1065468,000114420405008705,2005-03,"OLM VENTURES, INC.",8-K,no_items_found,,,,,
889992,000095011705000494,2005-02,ORTEC INTERNATIONAL INC,8-K/A,no_items_found,,,,,
1160010,000109690605000091,2005-03,OTC DREAMWERKS INC,8-K,no_items_found,,,,,
1103406,000113902005000033,2005-01,PARAMCO FINANCIAL GROUP INC,8-K/A,no_items_found,,,,,
836564,000114420405006812,2005-03,PATRIOT SCIENTIFIC CORP,8-K,no_items_found,,,,,
1135338,000113533805000004,2005-02,PEGASUS COMMUNICATIONS CORP /,8-K,no_items_found,,,,,
1017837,000101297505000007,2005-01,PHONE1GLOBALWIDE INC,8-K,no_items_found,,,,,
1121282,000126493105000028,2005-01,PINGCHUAN PHARMACEUTICAL INC,8-K/A,no_items_found,,,,,
1123845,000114420405004901,2005-02,PLANETLINK COMMUNICATIONS INC,8-K,no_items_found,,,,,
1123845,000101540205000856,2005-02,PLANETLINK COMMUNICATIONS INC,8-K/A,no_items_found,,,,,
